Stockcode,Descripiton,Cat,Sub Cat,SBU
G4505-10KG,"GUANIDINE HYDROCHLORIDE,",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES10020-A105X,"AGAR, 25 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES1164B-A150X,"BIS TRIS HYDROCHLORIDE, 1",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES3006T-A106X,"TAPSO, 25 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES3077T-A155X,"TRICINE, 25 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES6003H-B108X,"HEPES, 50 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
S5886-10KG,"SODIUM CHLORIDE, BIOREAGE",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
27109-25KG-R,Citric acid,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
C8532-10KG,SODIUM CITRATE TRIBASIC D,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES0703P-A106X,"PIPES, 25 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
H3375-50KG,HEPES,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
391338-25GM,"HEPES, Free Acid, ULTROL",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES6003H-B105X,"HEPES, 10 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
M3183-25KG,"MOPS, BIOPERFORMANCE CERT",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES0703P-A150X,"PIPES, 10 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES3002E-B150X,"EDTA, 2NA SALT,2H2O ACS/U",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
B6768-10KG,"Boric acid  BioReagent, f",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
115228.0025,"N,N-BIS(HYDROXYETHYL)-2-A",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES3094T-B170X,"TRIS, ULTRA PURE,  50 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES9692U-A104X,"UREA, ACS, MBG, 50 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
FR139428080-100,K-030 Blue Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139442088-1000,K-030 Black Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139470085-1000,K1-080 Yellow COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380637-1,K1-030 Red Int COOH PS,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139517001-1000,K-010 Yellow Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380074-1,MS-070/40 Hydrophobic,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR123690087-10,White Microspheres,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139397082-10,K-020 Blue Std PS 10% 10G,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139407087-1000,K-080 Black Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139409084-1000,K1-080 Green COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139492081-100,K1-080 Blue COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139515001-1000,K-007 Red Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139517001-10,K-010 Yellow Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139520001-1,K-015 Yellow Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380011-1,K1-030 Red COOH PS 10% 1G,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380024-10,K-010 Green Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380117-1000,K-010 Black Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380173-100,K-020 Yellow Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380216-100,K1-010 Yellow COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380231-100,K1-040 Red COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380235-1,K1-040 Green COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139517001-1,K-010 Yellow Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139544001-100,K1-050 Blue COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
101211.1000,AMMONIUM SULFATE FOR BIOC,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
567547-1KG,"Sodium Phosphate, Dibasic",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
T1378-25KG,SIGMA 7-9R,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
T1503-10KG,"TRIZMA(R) BASE, PRIMARY S",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
300410-5GM,"Digitonin, High Purity (1",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
S1804-25KG,TRISODIUM CITRATE DIHYDRA,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
83462-10L,RBS(R) 50 CONCENTRATE,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
04276-25KG,DI-SODIUM HYDROGEN PHOSPH,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES1151B-B105X,"BICINE, 25 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
T9284-10L,TRITON(R) X-100 BIOXTRA,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
P3015-20KG,POLYETHYLENE GLYCOL AV. M,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
A1296-10KG,AGAR,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES3094T-B160X,"TRIS, ULTRA PURE,  25 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
T3253-50KG,"TRIZMA(R) HYDROCHLORIDE,",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
5030-5 KG,GUANIDINE HCL OMNIPUR 5KG,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
T5941-5KG,"TRIZMA(R) HYDROCHLORIDE,",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
T1503-50KG,"TRIZMA(R) BASE, PRIMARY S",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES0197M-A158X,"MOPS, SODIUM SALT, 50 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
693017-100GM,ZWITTERGENT 3-14 Detergen,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
693017-25GM,ZWITTERGENT 3-14 Detergen,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES3098T-B170X,"TRIS HYDROCHLORIDE, 50 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES9010L-A150X,"SDS, 1 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
475898-100GM,"MOPS, Free Acid, ULTROL G",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
9230-5KG,"TRIS,OMNIPUR",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
115228.9010,"N,N-BIS(HYDROXYETHYL)-2-A",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
93015-10L-F,TRIS GLYCINE BUFFER SOLUT,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
43807-25MG,"PULLULAN STANDARD 50,000,",Chemistry,Reference Materials (RM),Physical Properties
84135-5ML-F,MICRO PARTICLES BASED ON,Chemistry,Reference Materials (RM),Physical Properties
94430-100ML,rSULFUR (10 G/L) STANDARD,Chemistry,Reference Materials (RM),Physical Properties
76552-1EA,POLYSTYRENE(LOW MOL)STAND,Chemistry,Reference Materials (RM),Physical Properties
112310.0500,SILICON STANDARD SOLUTION,Chemistry,Reference Materials (RM),Physical Properties
P3143-1L,Poly(ethyleneimine) solut,Chemistry,Reference Materials (RM),Physical Properties
71804-25G,"SODIUM OXALATE, CERTIFIED",Chemistry,Reference Materials (RM),Physical Properties
71387-25G,"SODIUM CHLORIDE, CERTIFIE",Chemistry,Reference Materials (RM),Physical Properties
ALK1000-100ML,"Alkalinity, CaCO3 1000 mg",Chemistry,Reference Materials (RM),Physical Properties
113898.2500,STANDARD OIL FOR ATOMIC A,Chemistry,Reference Materials (RM),Physical Properties
50296-5G,MELTING POINT STANDARD 47,Chemistry,Reference Materials (RM),Physical Properties
109400.0500,BUFFER SOLUTION PH 10.00,Chemistry,Reference Materials (RM),Physical Properties
109446.0500,Buffer solution pH 5.00,Chemistry,Reference Materials (RM),Physical Properties
370037-25G,POLY(METHYL METHACRYLATE),Chemistry,Reference Materials (RM),Physical Properties
MSCAL5-1EA,PROTEOMASS LTQ/FT-HYBRID,Chemistry,Reference Materials (RM),Physical Properties
86501-1ML,TEST MIXTURE 2 FOR APOLAR,Chemistry,Reference Materials (RM),Physical Properties
03826-1G,CALCIUM FORMATE,Chemistry,Reference Materials (RM),Physical Properties
170369.0100,ZINC ICP STANDARD 1000 MG,Chemistry,Reference Materials (RM),Physical Properties
170381.0100,SODIUM STANDARD FOR ICP,Chemistry,Reference Materials (RM),Physical Properties
119513.0100,SCANDIUM STANDARD,Chemistry,Reference Materials (RM),Physical Properties
38996-250ML,"Copper Standard for AAS,",Chemistry,Reference Materials (RM),Physical Properties
P4304-4X1ML,SIGMA PSEUDO CORPSE SCENT,Chemistry,Reference Materials (RM),Physical Properties
76201-5X1ML,Fumaric acid solution,Chemistry,Reference Materials (RM),Physical Properties
101960.0001,POTASSIUM DIHYDROGEN PHOS,Chemistry,Reference Materials (RM),Physical Properties
109890.0001,TITRISOL BUFFER PH 10.00,Chemistry,Reference Materials (RM),Physical Properties
109892.0001,TITRISOL BUFFER PH 12.00,Chemistry,Reference Materials (RM),Physical Properties
109915.0001,TITRISOL SELENIUM STANDAR,Chemistry,Reference Materials (RM),Physical Properties
109947.0001,SILICON STANDARD SOLUTION,Chemistry,Reference Materials (RM),Physical Properties
G2037A,AGILENT G2037A A-CYANO-4-,Chemistry,Reference Materials (RM),Custom RM & PT
RTC000068-1L,SODIUM AZIDE 0.05% SOLUTI,Chemistry,Reference Materials (RM),Custom RM & PT
5061-3333-1SET,"AMINO ACID STANDARD, 0.02",Chemistry,Reference Materials (RM),Custom RM & PT
5190-1410,BIODIESEL MONOGLYCERIDE K,Chemistry,Reference Materials (RM),Custom RM & PT
AD0007-75MG,CIPROFLOXACIN HYDROCHLORI,Chemistry,Reference Materials (RM),Custom RM & PT
AD0014-75MG,TRIMETHOPRIM,Chemistry,Reference Materials (RM),Custom RM & PT
QC3077-500ML,Dissolved Oxygen - Whole,Chemistry,Reference Materials (RM),Custom RM & PT
QC1144-20ML,Anionic Surfactants (MBAS,Chemistry,Reference Materials (RM),Custom RM & PT
SPE027-50G,CHLORDANE IN SOIL - PT,Chemistry,Reference Materials (RM),Custom RM & PT
SPE074-30G,LEAD IN POWDERED PAINT -,Chemistry,Reference Materials (RM),Custom RM & PT
MIC002-2EA,Standard Plate Count - WS,Chemistry,Reference Materials (RM),Custom RM & PT
QC1005-20ML,TRACE METALS (DISSOLVED),Chemistry,Reference Materials (RM),Custom RM & PT
QC1277-2ML,RESIDUAL CHLORINE - CONST,Chemistry,Reference Materials (RM),Custom RM & PT
QC1380-20ML,Formaldehyde in Water,Chemistry,Reference Materials (RM),Custom RM & PT
SPE025-30G,BTEX/MTBE IN SOIL - PT,Chemistry,Reference Materials (RM),Custom RM & PT
SPE076-2ML,TCLP - VOA IN SOIL- PT,Chemistry,Reference Materials (RM),Custom RM & PT
5062-8524-10ML,CHECKOUT SAMPLE FOR ANION,Chemistry,Reference Materials (RM),Custom RM & PT
5190-1408,BIODIESEL D6584 KIT,Chemistry,Reference Materials (RM),Custom RM & PT
QC1283-1G,Residue Sample 2,Chemistry,Reference Materials (RM),Custom RM & PT
QC1298-1G,Residue Sample 1,Chemistry,Reference Materials (RM),Custom RM & PT
SPE009-50G,CHLORINATED PESTICIDES IN,Chemistry,Reference Materials (RM),Custom RM & PT
SPE010-30G,PCBS IN SOIL - PT,Chemistry,Reference Materials (RM),Custom RM & PT
872027-U,"D4815 TIMING MIX, 1X1ML,",Chemistry,Reference Materials (RM),Custom RM & PT
G1969-85001,G1969-85001 API-TOF-REFER,Chemistry,Reference Materials (RM),Custom RM & PT
RTC000071-5G,CHLOROXYLENOL,Chemistry,Reference Materials (RM),Custom RM & PT
GSK0073-2G,METHYL HYDROXYBENZOATE,Chemistry,Reference Materials (RM),Custom RM & PT
AD0004-75MG,CEFOXITIN SODIUM SALT,Chemistry,Reference Materials (RM),Custom RM & PT
MIC022-2EA,E. COLI IN SEAWATER - QUA,Chemistry,Reference Materials (RM),Custom RM & PT
FR180380024-1000,K-010 Green Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380065-1,K1-030 Blue COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380118-10,K-007 Black Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380129-1,K1-050 Yellow COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380233-10,K1-040 Blue COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139398085-10,K-020 Red Std PS 10% 10 G,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139473085-10,K-030 Yellow Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139501083-1,K1-080 Red COOH PS 10% 1G,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139501083-100,K1-080 Red COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139534001-100,K1-010 Red COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139545001-1,K1-050 Red COOH PS 10% 1G,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139545001-1000,K1-050 Red COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380065-10,K1-030 Blue COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380115-100,K-007 Green Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380216-1000,K1-010 Yellow COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139516001-1000,K-010 Blue Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139534001-1,K1-010 Red COOH PS 10% 1G,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139541001-10,K1-010 Blue COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380085-1,K1-010 Black COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380113-1000,K-020 Green Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380129-1000,K1-050 Yellow COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139470085-10,K1-080 Yellow COOH PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139482086-1,K-030 Red Std PS 10% 1 G,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
5010-1KG,OmniPur GUANIDINE HCL OM,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
M1254-50KG,MOPS,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES3006T-A105X,"TAPSO, 10 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES3098T-C150X,"TRIS HCL, LG CR, 100 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES0197M-A104X,"MOPS, SODIUM SALT, 10 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
11615-25KG-R,"BORIC ANHYDRIDE, GRANULAT",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
481913-1GM,"NADH, Disodium SaltCATALO",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
C2154-25KG,CAPSO SODIUM,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES0199M-A105X,"MOPSO, SODIUM SALT, 10 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
108488.1000,UREA FOR BIOCHEMISTRY,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
262012-5GM,"DNA, Sodium Salt, Salmon",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES3002E-A154X,"EDTA, 2NA SALT,2H2O ACS/U",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES6003H-B188X,"HEPES, 10 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
60609-25KG,"KAOLIN, PH EUR",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
475898-1KG,"MOPS, Free Acid, ULTROL G",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
T5130-10KG,"TAPS, MINIMUM 99.5% (TITR",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
475898-500GM,"MOPS, Free Acid, ULTROL G",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
475899-1KG,"MOPS, Sodium Salt, ULTROL",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
P5504-10KG,POTASSIUM PHOSPHATE DIBAS,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES2156D-A102X,"AMPSO, 100 GM",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES3003T-A104X,"TAPSO, SODIUM SALT, 10 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
RES0703P-A108X,"PIPES, 100 KG",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
T3253-10KG,"TRIZMA(R) HYDROCHLORIDE,",Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
9400-100ML,TRITON (TM) X-100 100ML,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
T6687-25KG,TROMETHAMINE USP,Diagnostics & Regulated Materials,PM Biochemistry,PM BioChem Core
611387-10X7IN,"UREA-13C,15N2 SOLUTION, N",Chemistry,Reference Materials (RM),Physical Properties
612715-1EA,TRICHLOROFLUOROMETHANE SO,Chemistry,Reference Materials (RM),Physical Properties
18562-100ML-F,"Zinc Standard Solution,",Chemistry,Reference Materials (RM),Physical Properties
74964-10ML-F,MICRO PARTICLES BASED ON,Chemistry,Reference Materials (RM),Physical Properties
109409.4000,Buffer solution pH 10.00,Chemistry,Reference Materials (RM),Physical Properties
109435.9010,BUFFER SOLUTION PH 4.00 (,Chemistry,Reference Materials (RM),Physical Properties
109460.1000,BUFFER SOLUTION PH 8.00 (,Chemistry,Reference Materials (RM),Physical Properties
119774.0500,BARIUM STANDARD SOLUTION,Chemistry,Reference Materials (RM),Physical Properties
119777.0500,CADMIUM STANDARD SOLUTION,Chemistry,Reference Materials (RM),Physical Properties
76731-10ML,DENSITY STANDARD 870 KG/M,Chemistry,Reference Materials (RM),Physical Properties
102400.0080,POTASSIUM HYDROGEN PHTHAL,Chemistry,Reference Materials (RM),Physical Properties
86040-1KG,"SULFAMIC ACID, ACS, TITRI",Chemistry,Reference Materials (RM),Physical Properties
MBAS100-100ML,SURFACTANT (MBAS)G/L CALI,Chemistry,Reference Materials (RM),Physical Properties
612480-10X8IN,"Ethylbenzene solution,NMR",Chemistry,Reference Materials (RM),Physical Properties
109986.0001,TITRISOL COBALT STANDARD,Chemistry,Reference Materials (RM),Physical Properties
108166.0001,UV-VIS STANDARD 6: HOLMIU,Chemistry,Reference Materials (RM),Physical Properties
67233-500ML,CONDUCTIVITY STANDARD,Chemistry,Reference Materials (RM),Physical Properties
TDS1500-500ML,TDS 1500 MG/L CALIBRATION,Chemistry,Reference Materials (RM),Physical Properties
100718.0001,BOD STANDARD FOR 10 X 1L,Chemistry,Reference Materials (RM),Physical Properties
PSRVD02-30ML,MULTI-PARAMETER REFRACTIV,Chemistry,Reference Materials (RM),Physical Properties
119792.0100,NICKEL STANDARD SOLUTION,Chemistry,Reference Materials (RM),Physical Properties
109461.9010,BUFFER SOLUTION PH 9.00 (,Chemistry,Reference Materials (RM),Physical Properties
109476.9010,BUFFER SOLUTION PH 9.00 (,Chemistry,Reference Materials (RM),Physical Properties
00462-100ML,Sodium Standard for ICP,Chemistry,Reference Materials (RM),Physical Properties
CLR500-100ML,Color 500 Pt-Co Units,Chemistry,Reference Materials (RM),Physical Properties
17971-10G,Arsenic(III) oxide,Chemistry,Reference Materials (RM),Physical Properties
170243.0500,TITANIUM STANDARD SOLUTIO,Chemistry,Reference Materials (RM),Physical Properties
170350.0100,SELENIUM ICP STANDARD 100,Chemistry,Reference Materials (RM),Physical Properties
FR139515001-100,K-007 Red Std PS 10% 100G,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR139516001-100,K-010 Blue Std PS 10%,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR180380637-05,K1-030 Red Int COOH PS,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
FR123688080-10,K-080 Red Std PS 10% 10 G,Diagnostics & Regulated Materials,Membranes & rapid technologies,Diagnostic Beads
