Stockcode,Descripiton,blue_oracle_layout,LEGACY_FLAG,Cat,Sub Cat,SBU,HIERARCHY_L6_DESC,SOURCE_SUBSIDIARY
910000000000,"EFGSW10MS EZ-Fit 0,22µm ,MCE whi,100 ml, no pad,mu",EFGSW10MS,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
1008000500,1008000500 TRYPTIC SOY (CASO) BROTH IRRIDIATED CASE,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
1117810010,1117810010 LISTERIA SELECTIVE ENRICHMENT SUPPLEMENT,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1194650001,1194650001 Cable Main PCB f MAS-100 NT 1 PC,,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1463250006,1463250006 ReadyTube™1000 Giolitti Cantoni ISO,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
1464800010,1464800010 Buff. NaCl-Pept. Sol. acc EP 514090-10P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
1466790006,1466790006 FTM+LTH EP+USP 500ml sd -6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
66481-500G-F,66481-500G-F OGYE ChromoSelect Agar BaseNutriSelect &,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
67425-5VL,67425-5VL,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
68707-500G,68707-500G,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
71007-576,71007-576 GDS E. COLI O157:H7 TQ,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
80353-50ML-F,80353-50ML-F TDA REAGENT*,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
900000000000,TSVALID11 On Site Sterility Testing Validat IQ/OQ,TSVALID11,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
910000000000,"CKHAWG101 EZ-Curve w/ 4 bx Microfil 100, 0,45µ whi",CKHAWG101,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1945 Merck Millipore France
910000000000,RTMEDEV21 Milliflex Rapid STE remote MD consulting,RTMEDEV21,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,SYMIQOQPP Symbio IQ OQ Printable Protocol,SYMIQOQPP,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,MMTUBEKIT MFX Oasis Service kit,MMTUBEKIT,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,"GM07630220103 ASSY., MANIFOLD, WASH (ASP.+DISP.)",GM07630220103,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,"RGQ9021255 RGQ, TOOL, CALIBRATION, THERMISTOR",RGQ9021255,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
C0626-250G,"C0626-250G N-Z-AMINE(R) A, CASEIN ENZYMATIC HYDROLY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,MMSB10025 Swab in vial with phosphate buffer 25/pk,MMSB10025,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1945 Merck Millipore France
900000000000,MXPPBAT01 MILLIFLEX PLUS BATTERY,MXPPBAT01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SBSTRSDRD STATOR SPEED REDUCER FOR SYMBIO,SBSTRSDRD,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SYMBFLE01 STERITEST SYMBIO FLEX PUMP 2 M,SYMBFLE01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,M100HUSCB SENSIRION TEMP / HUMID SENSOR+CABLE+PLUG,M100HUSCB,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
01869-1KT,01869-1KT HIPPURATE STRIPS KIT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
09243-5ML,09243-5ML 4-AMINOPHENYL-BETA-D-THIOGALACTOPYRANO-&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
1038570500,"1038570500 LEVINE-EMB agar, ISO 21150 a 500 G",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1452440001,"1452440001 Electronic Board, RCS High Flow Touch",,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
1460060020,1460060020 FREY Agar acc. EP 20PC,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1464100006,1464100006 TSB 2x conc. 100ml EP+USP 502102-B-6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
68109-500G,68109-500G Nickels and Leesment ChromoSelect Mediu&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
70176-500G,"70176-500G PEPTONE FROM GELATINE, PANCREATIC DIGEST",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
90765-1KG,"90765-1KG PEPTONE FROM SOYBEAN, ENZYMATIC DIGEST",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
910000000000,"CKHABG474 EZ-Curve w/ 4 bx EZ-Pak, 0,45µ, bla",CKHABG474,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1945 Merck Millipore France
910000000000,BINDING-1 Binding Buffer 1L,BINDING-1,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
940000000000,MASIS0GSK MAS Iso NT disp flat gask 140x140x0.5mm,MASIS0GSK,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,MASMHSCRN MAS Iso MH base unit screwnut in-outlet,MASMHSCRN,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,ATMVENT0U MAS-100 Atmos venturi supports outlet,ATMVENT0U,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,5248-10X100ML Modified Scholten Semisolid Agar,5248-10X100ML,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
900000000000,MXPELEHUB MILLIFLEX ELECTRICAL HUB VHP COMPATIBLE,MXPELEHUB,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,XX2604701 PVC HOLDER SUPPORT,XX2604701,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1975 Merck Millipore USA
900000000000,MXRPELVAL MFX RAPID SPRAYER ELECTROVALVES,MXRPELVAL,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SBC0MHSNG COMMUNICATION HUB HOUSING FOR SYMBIO,SBC0MHSNG,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
04313-500G,04313-500G Fluorocult(R) DEV Lactose Peptone broth&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
07770-100G,"07770-100G 4-AMINO-N,N-DIMETHYLANILINE DIHYDRO-   &",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
1004270500,1004270500 Listeria agar (base) 500 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1015900500,1015900500 AZIDE DEXTROSE BROTH FOR MICROBIOLOGY (3,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1038650500,1038650500 Glucose OF (Oxidative/Fermen 500 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1072149025,"1072149025 PEPTONE FROM MEAT PANCREATIC DIGESTED, G",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1112780500,1112780500 AGAR M FC FOR MICROBIOLOGY (52 G FOR 1 L,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1301960021,1301960021 HY-LITE JET A1 FUEL TEST KIT 20 X 1 TEST,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1190
1323810001,1323810001 Anaerocult® A for microbiolo 10X1PIECE,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1190
1463170070,1463170070 Tryptic Soy Broth acc EP+USP -70P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1464840006,1464840006 Tryptic Soy Broth +LT 90ml 582090 B-6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1465290100,1465290100 ICR-Swab 60515-100P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
5553680001,5553680001 Dispensing Tubing Booster Pu 1 PC,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),1190
70171-100G,"70171-100G PEPTONE FROM CASEIN, ACID DIGEST,      &",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
88296-500G,88296-500G Thayer Martin Agar (Base)NutriSelect Pl&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,QSMEDEV02 Milliflex Quantum Method Development,QSMEDEV02,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
900000000000,TSSEMIN02 Steritest Advanced Operator Training,TSSEMIN02,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
900000000000,SBCALBNCH MAINTENANCE BENCH FOR SYMBIO,SBCALBNCH,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,ASPMATM06 MAS-100 Atmos®  WS Advanced service plan,ASPMATM06,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,RDYFCON05 5 F. Connectors for ReadyStream® Bag,RDYFCON05,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
940000000000,TSC0NSUL22 Steritest PQ Remote Consulting,TSC0NSUL22,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
CRM09001M-10EA,CRM09001M-10EA ESCHERICHIA COLI NCTC 9001 MEDIUM COUNT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
RMBLANK0-10EA,RMBLANK0-10EA NEGATIVE CONTROL (NO BACTERIAL GROWTH EX,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,MXPB0DY01 MFX+ PUMP BODY,MXPB0DY01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SBENCKN0B KNOB ENCODER FOR SYMBIO,SBENCKN0B,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SB1RTRSRD ROTOR SPEED REDUCER FOR SYMBIO ISL,SB1RTRSRD,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SBSTPRING SYMBIO EXCENTRIC O-RINGS,SBSTPRING,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
06722-25DISCS,06722-25DISCS E.COLI FLUOROGENIC ID PADS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
1039792500,"1039792500 MEAT EXTRACT DRY, GRANULATED, FOR MICROB",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1072285000,1072285000 Buffered Peptone Water 5 KG,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1076200500,1076200500 Pseudomonas CFC/CN agar base 500 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1133060001BWT,1133060001BWT Bactident® Coagulase 1 PC,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),1243 Merck Korea
1172760001,1172760001 Mounting kit for filter 1 PC,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
1401435000,1401435000 Tryptic Soy Broth 5 KG,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1467670020,1467670020 ReadyPlate 55 CN Agar  ISO 16266,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
17123-500G,17123-500G Elliker BrothNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
42571-500G,42571-500G Dey-Engley Neutralizing AgarNutriSelect&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
70937-500G-F,70937-500G-F TRYPTOSE*,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
73582-48TESTS,73582-48TESTS HYBRISCANI PECTINATUS FRISINGENSIS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
900000000000,"EZFKIT001WW EZ-Fluo reader, camera and power cord",EZFKIT001WW,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1975 Merck Millipore USA
910000000000,MEXPMSTD01 MAS-100 NT Ex preventative maintenance,MEXPMSTD01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,MFXRDT2LEDBD LED Board iSM802 + Cable for MXRDP2DT00,MFXRDT2LEDBD,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
93009-25DISCS,93009-25DISCS E.COLI CHROMOGENIC ID PADS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
M0303-500G,M0303-500G Middlebrook 7H10 Agar BaseNutriSelect P&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
VT041372-10EA,VT041372-10EA Burkholderia cepacia CECT(R) 4137 Vitroi,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,MXPP0SU01 POWER SUPPLY CONNECTOR FOR MANIFOLD TRAY,MXPP0SU01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,PD20047S5 PETRI-PAD PETRI DISH 47MM STERILE,PD20047S5,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1945 Merck Millipore France
900000000000,SYMBDTL01 ST SYMBIO DRAIN TRAY ISL 2,SYMBDTL01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,SB2UPHSNG EMPTY HOUSING FOR SYMBIO FLEX,SB2UPHSNG,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,MEC0PCB01 MAIN PCB FOR MAS-100 ECO,MEC0PCB01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
1002120500,1002120500 Selenite Cystine (SC) broth 500 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1072242500,"1072242500 PEPTONE FROM MEAT PEPTIC DIGESTED, GRANU",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1119329025,1119329025 PEPTONE FROM SOY FOR BIOTECHNOLOGY FERMT,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1173370500,1173370500 m-TGE (modified Tryptone Glucose Meat ex,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1463920006,1463920006 Sabouraud Dextrose A. acc EP 548400-6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
57570-500G,"57570-500G MYO-INOSITOL, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
5X59028,5X59028,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2097
75832-1PAK-F,75832-1PAK-F COAGULASE TEST (SLIDE)*,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
79110-SIAL,79110 GDS PPMX ALIGNMENT HEAD,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
82450-100G,"82450-100G PROTEOSE-PEPTONE, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,MILSNSPAC MILLISNAP SPACERS,MILSNSPAC,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SYMBLFH01DK STERITEST SYMBIO LFH 2 MED DK,SYMBLFH01DK,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
910000000000,MCTRAINJ21 MC Media Pad e-learning - how to use - J,MCTRAINJ21,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,"GM03600000016 ASSY., PUMP, PERISTALTIC SR10/50",GM03600000016,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
